ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	type	median_IJC_SAMPLE_1	median_SJC_SAMPLE_1	median_IJC_SAMPLE_2	median_SJC_SAMPLE_2	sample	splice_id
73993	ENSG00000107672.15	NSMCE4A	chr10	-	121974003	121974100	121974003	121974081	121974873	121975217	73993	14,26,35,24,58,43,15,17	28,59,13,30,24,22,16,41	2,14,32,10	25,99,202,27	158	139	1.44E-10	2.12E-08	0.305,0.279,0.703,0.413,0.68,0.632,0.452,0.267	0.066,0.111,0.122,0.246	0.33	A3SS	25	26	12	63	MDS	NSMCE4A:chr10:121974003:121974100:121974003:121974081:121974873:121975217:-
68484	ENSG00000132182.12	NUP210	chr3	-	13339853	13340281	13339853	13339980	13341747	13341883	68484	65,45,53	7,8,6	43,50,73	2,0,1	450	149	2.77E-06	0.000355412	0.755,0.651,0.745	0.877,1.0,0.96	-0.229	A3SS	53	7	50	1	Nalm_6	NUP210:chr3:13339853:13340281:13339853:13339980:13341747:13341883:-
71593	ENSG00000132182.12	NUP210	chr3	-	13339853	13340281	13339853	13339980	13341747	13341883	71593	40,7,0,1,10,4,8,4	0,8,4,2,2,3,3,3	12,8,14,13	0,1,0,3	440	139	9.12E-05	0.002771704	1.0,0.217,0.0,0.136,0.612,0.296,0.457,0.296	1.0,0.716,1.0,0.578	-0.447	A3SS	5.5	3	12.5	0.5	MDS	NUP210:chr3:13339853:13340281:13339853:13339980:13341747:13341883:-
4314	ENSG00000126883.18	NUP214	chr9	+	131146128	131146304	131146161	131146304	131144279	131144754	4314	128,103	13,15	321,311	78,80	172	139	0.001020235	0.038817254	0.888,0.847	0.769,0.759	0.103	A3SS	115.5	14	316	79	K562_K700E	NUP214:chr9:131146128:131146304:131146161:131146304:131144279:131144754:+
4772	ENSG00000126883.18	NUP214	chr9	+	131146128	131146304	131146161	131146304	131144279	131144754	4772	127,138,52,99,122,108,41,93	16,34,14,8,22,18,2,8	58,90,149,50	14,42,48,25	172	139	1.18E-06	6.55E-05	0.865,0.766,0.75,0.909,0.818,0.829,0.943,0.904	0.77,0.634,0.715,0.618	0.164	A3SS	103.5	15	74	33.5	MDS	NUP214:chr9:131146128:131146304:131146161:131146304:131144279:131144754:+
71325	ENSG00000110713.17	NUP98	chr11	-	3676268	3676389	3676268	3676376	3676508	3676710	71325	11,15,7	299,199,112	0,0,0	284,254,201	162	149	1.12E-08	2.51E-06	0.033,0.065,0.054	0.0,0.0,0.0	0.051	A3SS	11	199	0	254	Nalm_6	NUP98:chr11:3676268:3676389:3676268:3676376:3676508:3676710:-
74398	ENSG00000110713.17	NUP98	chr11	-	3676268	3676389	3676268	3676376	3676508	3676710	74398	28,37,15,23,17,16,10,19	158,251,177,137,277,000,000,000	0,0,0,0	73,228,198,114	152	139	0	0	0.139,0.119,0.072,0.133,0.053,0.103,0.07,0.057	0.0,0.0,0.0,0.0	0.093	A3SS	18	167.5	0	156	MDS	NUP98:chr11:3676268:3676389:3676268:3676376:3676508:3676710:-
13936	ENSG00000089127.15	OAS1	chr12	+	112911035	112911235	112911050	112911235	112908535	112908824	13936	14,12,5	16,23,6	2,0,4	24,24,32	164	149	3.74E-08	7.73E-06	0.443,0.322,0.431	0.07,0.0,0.102	0.341	A3SS	12	16	2	24	Nalm_6	OAS1:chr12:112911035:112911235:112911050:112911235:112908535:112908824:+
14058	ENSG00000089127.15	OAS1	chr12	+	112911035	112911235	112911050	112911235	112908535	112908824	14058	18,0,17,21,13,71,15,9	38,39,20,27,77,88,55,7	24,0,0,2	12,30,55,84	154	139	0.000953944	0.020113752	0.299,0.0,0.434,0.412,0.132,0.421,0.198,0.537	0.644,0.0,0.0,0.021	0.138	A3SS	16	38.5	1	42.5	MDS	OAS1:chr12:112911035:112911235:112911050:112911235:112908535:112908824:+
78029	ENSG00000155463.14	OXA1L	chr14	+	22769776	22769932	22769790	22769932	22767957	22768171	78029	76,68,51	627,508,263	10,7,5	660,706,654	163	149	0	0	0.1,0.109,0.151	0.014,0.009,0.007	0.11	A3SS	68	508	7	660	Nalm_6	OXA1L:chr14:22769776:22769932:22769790:22769932:22767957:22768171:+
81693	ENSG00000155463.14	OXA1L	chr14	+	22769776	22769932	22769790	22769932	22767957	22768171	81693	132,140,90,58,108,115,13,75	242,398,508,250,385,000,000,000	8,0,0,4	98,435,473,290	153	139	0	0	0.331,0.242,0.139,0.174,0.203,0.342,0.056,0.163	0.069,0.0,0.0,0.012	0.186	A3SS	99	300.5	2	362.5	MDS	OXA1L:chr14:22769776:22769932:22769790:22769932:22767957:22768171:+
6050	ENSG00000154814.14	OXNAD1	chr3	+	16270928	16271071	16270944	16271071	16269125	16269275	6050	16,10	20,24	7,9	51,37	155	139	0.002953272	0.08457601	0.418,0.272	0.11,0.179	0.2	A3SS	13	22	8	44	K562_K700E	OXNAD1:chr3:16270928:16271071:16270944:16271071:16269125:16269275:+
6692	ENSG00000154814.14	OXNAD1	chr3	+	16270928	16271071	16270944	16271071	16269125	16269275	6692	20,5,3,25,25,32,12,30	43,58,18,41,56,24,27,34	0,2,6,5	4,32,50,11	155	139	0.000262917	0.006744772	0.294,0.072,0.13,0.354,0.286,0.545,0.285,0.442	0.0,0.053,0.097,0.29	0.191	A3SS	22.5	37.5	3.5	21.5	MDS	OXNAD1:chr3:16270928:16271071:16270944:16271071:16269125:16269275:+
75475	ENSG00000170515.14	PA2G4	chr12	+	56111198	56111309	56111211	56111309	56110963	56111058	75475	247,170,47	17,25,3	271,237,113	0,0,1	162	149	1.68E-14	8.41E-12	0.93,0.862,0.935	1.0,1.0,0.99	-0.088	A3SS	170	17	237	0	Nalm_6	PA2G4:chr12:56111198:56111309:56111211:56111309:56110963:56111058:+
78982	ENSG00000170515.14	PA2G4	chr12	+	56111198	56111309	56111211	56111309	56110963	56111058	78982	2,126,12,23,47,36,13,44	37,62,12,16,5,16,4,9	18,36,67,18	0,0,0,0	152	139	0	0	0.047,0.65,0.478,0.568,0.896,0.673,0.748,0.817	1.0,1.0,1.0,1.0	-0.39	A3SS	29.5	14	27	0	MDS	PA2G4:chr12:56111198:56111309:56111211:56111309:56110963:56111058:+
18633	ENSG00000156504.17	PABIR2	chrX	-	134796107	134796355	134796107	134796256	134797120	134797232	18633	13,12,5	13,8,1	15,7,3	0,0,0	248	149	2.01E-09	5.12E-07	0.375,0.474,0.75	1.0,1.0,1.0	-0.467	A3SS	12	8	7	0	Nalm_6	PABIR2:chrX:134796107:134796355:134796107:134796256:134797120:134797232:-
15143	ENSG00000156504.17	PABIR2	chrX	-	134796107	134796355	134796107	134796256	134797120	134797232	15143	0,3	3,7	1,1	0,0	238	139	5.51E-10	2.66E-07	0.0,0.2	1.0,1.0	-0.9	A3SS	1.5	5	1	0	K562_K700E	PABIR2:chrX:134796107:134796355:134796107:134796256:134797120:134797232:-
52858	ENSG00000197136.5	PCNX3	chr11	+	65622223	65622299	65622244	65622299	65620830	65620966	52858	91,40,28	85,64,35	19,18,21	75,98,93	170	149	8.91E-11	2.79E-08	0.484,0.354,0.412	0.182,0.139,0.165	0.255	A3SS	40	64	19	93	Nalm_6	PCNX3:chr11:65622223:65622299:65622244:65622299:65620830:65620966:+
55337	ENSG00000197136.5	PCNX3	chr11	+	65622223	65622299	65622244	65622299	65620830	65620966	55337	28,10,4,8,19,6,5,2	26,21,3,24,24,24,11,23	0,1,0,0	23,35,8,16	160	139	2.17E-13	5.35E-11	0.483,0.293,0.537,0.225,0.407,0.178,0.283,0.07	0.0,0.024,0.0,0.0	0.303	A3SS	7	23.5	0	19.5	MDS	PCNX3:chr11:65622223:65622299:65622244:65622299:65620830:65620966:+
52936	ENSG00000121892.15	PDS5A	chr4	-	39910243	39910356	39910243	39910338	39913610	39913726	52936	13,22,23	144,161,118	3,2,13	290,301,494	167	149	3.33E-16	1.98E-13	0.075,0.109,0.148	0.009,0.006,0.023	0.098	A3SS	22	144	3	301	Nalm_6	PDS5A:chr4:39910243:39910356:39910243:39910338:39913610:39913726:-
28765	ENSG00000121892.15	PDS5A	chr4	-	39910243	39910356	39910243	39910338	39913610	39913726	28765	8,9	58,48	2,0	83,95	157	139	1.18E-06	0.000166805	0.109,0.142	0.021,0.0	0.115	A3SS	8.5	53	1	89	K562_K700E	PDS5A:chr4:39910243:39910356:39910243:39910338:39913610:39913726:-
55381	ENSG00000121892.15	PDS5A	chr4	-	39910243	39910356	39910243	39910338	39913610	39913726	55381	5,6,0,21,26,17,14,33	5,75,126,142,241,98,67,188	0,0,0,0	1,276,460,84	157	139	0	0	0.47,0.066,0.0,0.116,0.087,0.133,0.156,0.135	0.0,0.0,0.0,0.0	0.145	A3SS	15.5	112	0	180	MDS	PDS5A:chr4:39910243:39910356:39910243:39910338:39913610:39913726:-
3287	ENSG00000137338.6	PGBD1	chr6	+	28283755	28284209	28283775	28284209	28281571	28281918	3287	60,48,53	10,10,8	15,17,27	33,56,66	169	149	0	0	0.841,0.809,0.854	0.286,0.211,0.265	0.581	A3SS	53	10	17	56	Nalm_6	PGBD1:chr6:28283755:28284209:28283775:28284209:28281571:28281918:+
2998	ENSG00000137338.6	PGBD1	chr6	+	28283755	28284209	28283775	28284209	28281571	28281918	2998	1,4	0,0	3,3	11,8	159	139	1.52E-07	3.11E-05	1.0,1.0	0.193,0.247	0.78	A3SS	2.5	0	3	9.5	K562_K700E	PGBD1:chr6:28283755:28284209:28283775:28284209:28281571:28281918:+
3317	ENSG00000137338.6	PGBD1	chr6	+	28283755	28284209	28283775	28284209	28281571	28281918	3317	16,4,12,31,23,18,26,24	0,0,11,0,5,7,0,4	0,8,19,12	3,15,29,1	159	139	0.000721929	0.015924999	1.0,1.0,0.488,1.0,0.801,0.692,1.0,0.84	0.0,0.318,0.364,0.913	0.454	A3SS	20.5	2	10	9	MDS	PGBD1:chr6:28283755:28284209:28283775:28284209:28281571:28281918:+
34598	ENSG00000173889.16	PHC3	chr3	-	170171085	170171464	170171085	170171450	170172556	170172712	34598	38,32,25	295,269,116	19,7,5	258,226,247	163	149	1.04E-08	2.34E-06	0.105,0.098,0.165	0.063,0.028,0.018	0.086	A3SS	32	269	7	247	Nalm_6	PHC3:chr3:170171085:170171464:170171085:170171450:170172556:170172712:-
36115	ENSG00000173889.16	PHC3	chr3	-	170171085	170171464	170171085	170171450	170172556	170172712	36115	10,0,3,1,5,15,0,4	17,29,19,23,36,29,7,27	0,0,0,0	2,43,82,48	153	139	3.13E-10	4.31E-08	0.348,0.0,0.125,0.038,0.112,0.32,0.0,0.119	0.0,0.0,0.0,0.0	0.133	A3SS	3.5	25	0	45.5	MDS	PHC3:chr3:170171085:170171464:170171085:170171450:170172556:170172712:-
29063	ENSG00000121716.21	PILRB	chr7	+	100358226	100358259	100358241	100358259	100356749	100356883	29063	5,5	2,0	0,0	1,8	154	139	4.31E-10	2.23E-07	0.693,1.0	0.0,0.0	0.847	A3SS	5	1	0	4.5	K562_K700E	PILRB:chr7:100358226:100358259:100358241:100358259:100356749:100356883:+
56180	ENSG00000121716.21	PILRB	chr7	+	100358226	100358259	100358241	100358259	100356749	100356883	56180	72,63,122,42,101,37,30,85	50,19,0,9,21,9,0,10	0,4,1,0	14,12,0,3	154	139	8.48E-07	4.94E-05	0.565,0.75,1.0,0.808,0.813,0.788,1.0,0.885	0.0,0.231,1.0,0.0	0.518	A3SS	67.5	9.5	0.5	7.5	MDS	PILRB:chr7:100358226:100358259:100358241:100358259:100356749:100356883:+
25212	ENSG00000250251.6	PKD1P6	chr16	-	15132842	15133061	15132842	15132974	15133263	15133423	25212	31,32,20	2,0,1	18,32,57	3,6,5	236	149	0.001524173	0.064098664	0.907,1.0,0.927	0.791,0.771,0.878	0.131	A3SS	31	1	32	5	Nalm_6	PKD1P6:chr16:15132842:15133061:15132842:15132974:15133263:15133423:-
26203	ENSG00000250251.6	PKD1P6	chr16	-	15132842	15133061	15132842	15132974	15133263	15133423	26203	28,54,21,3,25,11,7,29	0,0,0,0,5,0,0,0	24,19,33,23	0,10,0,1	226	139	0.001358033	0.027091221	1.0,1.0,1.0,1.0,0.755,1.0,1.0,1.0	1.0,0.539,1.0,0.934	0.101	A3SS	23	0	23.5	0.5	MDS	PKD1P6:chr16:15132842:15133061:15132842:15132974:15133263:15133423:-
20326	ENSG00000130827.6	PLXNA3	chrX	+	154471476	154471638	154471487	154471638	154471104	154471317	20326	19,15,1	82,53,37	2,4,3	59,49,58	160	149	0.000396132	0.022155188	0.177,0.209,0.025	0.031,0.071,0.046	0.088	A3SS	15	53	3	58	Nalm_6	PLXNA3:chrX:154471476:154471638:154471487:154471638:154471104:154471317:+
20915	ENSG00000130827.6	PLXNA3	chrX	+	154471476	154471638	154471487	154471638	154471104	154471317	20915	19,7,1,7,0,1,0,0	12,7,16,12,3,8,12,21	0,0,0,0	15,9,24,12	150	139	4.06E-07	2.60E-05	0.595,0.481,0.055,0.351,0.0,0.104,0.0,0.0	0.0,0.0,0.0,0.0	0.198	A3SS	1	12	0	13.5	MDS	PLXNA3:chrX:154471476:154471638:154471487:154471638:154471104:154471317:+
70943	ENSG00000004399.13	PLXND1	chr3	-	129565886	129566029	129565886	129566017	129566526	129566631	70943	26,28,11	110,72,50	1,5,4	74,101,135	161	149	2.65E-13	1.16E-10	0.179,0.265,0.169	0.012,0.044,0.027	0.177	A3SS	26	72	4	101	Nalm_6	PLXND1:chr3:129565886:129566029:129565886:129566017:129566526:129566631:-
35552	ENSG00000004399.13	PLXND1	chr3	-	129565886	129566029	129565886	129566017	129566526	129566631	35552	2,5	7,8	0,0	11,3	151	139	4.28E-05	0.003252426	0.208,0.365	0.0,0.0	0.286	A3SS	3.5	7.5	0	7	K562_K700E	PLXND1:chr3:129565886:129566029:129565886:129566017:129566526:129566631:-
74072	ENSG00000004399.13	PLXND1	chr3	-	129565886	129566029	129565886	129566017	129566526	129566631	74072	74,38,112,32,55,73,35,52	314,191,208,164,120,217,72,154	0,0,12,1	126,257,417,183	151	139	0	0	0.178,0.155,0.331,0.152,0.297,0.236,0.309,0.237	0.0,0.0,0.026,0.005	0.229	A3SS	53.5	177.5	0.5	220	MDS	PLXND1:chr3:129565886:129566029:129565886:129566017:129566526:129566631:-
29562	ENSG00000068654.17	POLR1A	chr2	-	86078040	86078284	86078040	86078232	86080815	86080978	29562	11,16	3,3	46,57	0,0	191	139	6.35E-05	0.004518484	0.727,0.795	1.0,1.0	-0.239	A3SS	13.5	3	51.5	0	K562_K700E	POLR1A:chr2:86078040:86078284:86078040:86078232:86080815:86080978:-
57405	ENSG00000068654.17	POLR1A	chr2	-	86078040	86078284	86078040	86078232	86080815	86080978	57405	33,52,26,129,121,68,27,55	0,16,0,15,0,9,7,5	33,89,81,43	0,0,0,0	191	139	3.57E-10	4.81E-08	1.0,0.703,1.0,0.862,1.0,0.846,0.737,0.889	1.0,1.0,1.0,1.0	-0.12	A3SS	53.5	6	62	0	MDS	POLR1A:chr2:86078040:86078284:86078040:86078232:86080815:86080978:-
41758	ENSG00000066027.12	PPP2R5A	chr1	+	212345789	212345933	212345802	212345933	212342187	212342280	41758	16,11,6	38,50,38	2,2,10	94,92,168	162	149	2.32E-08	4.95E-06	0.279,0.168,0.127	0.019,0.02,0.052	0.161	A3SS	11	38	2	94	Nalm_6	PPP2R5A:chr1:212345789:212345933:212345802:212345933:212342187:212342280:+
43893	ENSG00000066027.12	PPP2R5A	chr1	+	212345789	212345933	212345802	212345933	212342187	212342280	43893	6,23,4,27,15,22,14,22	44,30,27,22,39,29,24,36	3,11,0,0	4,168,255,100	152	139	1.18E-12	2.52E-10	0.111,0.412,0.119,0.529,0.26,0.41,0.348,0.358	0.407,0.056,0.0,0.0	0.203	A3SS	18.5	29.5	1.5	134	MDS	PPP2R5A:chr1:212345789:212345933:212345802:212345933:212342187:212342280:+
31644	ENSG00000275052.5	PPP4R3B	chr2	-	55574368	55574413	55574368	55574401	55577314	55577356	31644	13,15,6	2,5,3	0,2,0	4,8,3	161	149	2.84E-09	7.07E-07	0.857,0.735,0.649	0.0,0.188,0.0	0.684	A3SS	13	3	0	4	Nalm_6	PPP4R3B:chr2:55574368:55574413:55574368:55574401:55577314:55577356:-
20233	ENSG00000275052.5	PPP4R3B	chr2	-	55574368	55574413	55574368	55574401	55577314	55577356	20233	4,4	1,0	0,1	1,1	151	139	0.001865831	0.061084398	0.786,1.0	0.0,0.479	0.653	A3SS	4	0.5	0.5	1	K562_K700E	PPP4R3B:chr2:55574368:55574413:55574368:55574401:55577314:55577356:-
73360	ENSG00000110075.15	PPP6R3	chr11	+	68600320	68600494	68600340	68600494	68596096	68596218	73360	27,20,18	230,279,169	4,0,0	429,377,450	169	149	0	0	0.094,0.059,0.086	0.008,0.0,0.0	0.077	A3SS	20	230	0	429	Nalm_6	PPP6R3:chr11:68600320:68600494:68600340:68600494:68596096:68596218:+
36459	ENSG00000110075.15	PPP6R3	chr11	+	68600320	68600494	68600340	68600494	68596096	68596218	36459	6,5	23,31	0,0	93,92	159	139	4.57E-07	7.53E-05	0.186,0.124	0.0,0.0	0.155	A3SS	5.5	27	0	92.5	K562_K700E	PPP6R3:chr11:68600320:68600494:68600340:68600494:68596096:68596218:+
76516	ENSG00000110075.15	PPP6R3	chr11	+	68600320	68600494	68600340	68600494	68596096	68596218	76516	12,26,1,15,30,27,10,10	73,112,80,113,158,98,61,153	0,0,0,0	6,201,275,123	159	139	0	0	0.126,0.169,0.011,0.104,0.142,0.194,0.125,0.054	0.0,0.0,0.0,0.0	0.116	A3SS	13.5	105	0	162	MDS	PPP6R3:chr11:68600320:68600494:68600340:68600494:68596096:68596218:+
15178	ENSG00000167595.15	PROSER3	chr19	+	35767050	35767454	35767071	35767454	35766767	35766955	15178	3,2	9,5	0,0	7,6	160	139	0.001175432	0.043537475	0.225,0.258	0.0,0.0	0.241	A3SS	2.5	7	0	6.5	K562_K700E	PROSER3:chr19:35767050:35767454:35767071:35767454:35766767:35766955:+
19287	ENSG00000167595.15	PROSER3	chr19	+	35767050	35767454	35767071	35767454	35766767	35766955	19287	8,5,7,0,7,8,0,2	34,22,20,15,48,14,11,22	0,0,0,0	17,31,53,10	160	139	2.34E-09	2.62E-07	0.17,0.165,0.233,0.0,0.112,0.332,0.0,0.073	0.0,0.0,0.0,0.0	0.136	A3SS	6	21	0	24	MDS	PROSER3:chr19:35767050:35767454:35767071:35767454:35766767:35766955:+
42389	ENSG00000134748.13	PRPF38A	chr1	+	52414740	52414859	52414761	52414859	52414620	52414647	42389	159,117,62	464,349,218	30,21,23	551,473,512	170	149	0	0	0.231,0.227,0.2	0.046,0.037,0.038	0.179	A3SS	117	349	23	512	Nalm_6	PRPF38A:chr1:52414740:52414859:52414761:52414859:52414620:52414647:+
24501	ENSG00000134748.13	PRPF38A	chr1	+	52414740	52414859	52414761	52414859	52414620	52414647	24501	51,42	99,121	5,7	217,214	160	139	0	0	0.309,0.232	0.02,0.028	0.247	A3SS	46.5	110	6	215.5	K562_K700E	PRPF38A:chr1:52414740:52414859:52414761:52414859:52414620:52414647:+
44611	ENSG00000134748.13	PRPF38A	chr1	+	52414740	52414859	52414761	52414859	52414620	52414647	44611	86,72,27,59,45,44,40,36	139,278,162,85,204,101,91,169	0,0,12,10	51,154,274,63	160	139	0	0	0.35,0.184,0.126,0.376,0.161,0.275,0.276,0.156	0.0,0.0,0.037,0.121	0.198	A3SS	44.5	150.5	5	108.5	MDS	PRPF38A:chr1:52414740:52414859:52414761:52414859:52414620:52414647:+
5971	ENSG00000205352.11	PRR13	chr12	+	53443390	53443773	53443486	53443773	53442694	53442733	5971	832,568,110	27,11,10	807,792,347	6,4,0	245	149	4.01E-09	9.61E-07	0.949,0.969,0.87	0.988,0.992,1.0	-0.064	A3SS	568	11	792	4	Nalm_6	PRR13:chr12:53443390:53443773:53443486:53443773:53442694:53442733:+
5465	ENSG00000205352.11	PRR13	chr12	+	53443390	53443773	53443486	53443773	53442694	53442733	5465	215,218	35,27	284,306	2,1	235	139	0	0	0.784,0.827	0.988,0.995	-0.186	A3SS	216.5	31	295	1.5	K562_K700E	PRR13:chr12:53443390:53443773:53443486:53443773:53442694:53442733:+
6059	ENSG00000205352.11	PRR13	chr12	+	53443390	53443773	53443486	53443773	53442694	53442733	6059	163,622,039,158,111,000,000,000,000	29,42,11,13,9,30,26,11	6,047,701,087,493	0,5,5,15	235	139	4.03E-05	0.001369844	0.971,0.969,0.98,0.974,0.988,0.945,0.939,0.979	1.0,0.989,0.992,0.951	-0.015	A3SS	889.5	19.5	687	5	MDS	PRR13:chr12:53443390:53443773:53443486:53443773:53442694:53442733:+
55400	ENSG00000204469.13	PRRC2A	chr6	+	31634752	31634977	31634797	31634977	31634471	31634557	55400	977,682,474	106,56,65	8,278,381,268	8,4,5	194	149	0	0	0.876,0.903,0.849	0.988,0.994,0.995	-0.116	A3SS	682	65	838	5	Nalm_6	PRRC2A:chr6:31634752:31634977:31634797:31634977:31634471:31634557:+
57702	ENSG00000204469.13	PRRC2A	chr6	+	31634752	31634977	31634797	31634977	31634471	31634557	57702	374,496,269,382,624,000,000,000	56,31,29,39,35,65,31,36	177,502,604,281	0,4,18,5	184	139	0	0	0.835,0.924,0.875,0.881,0.931,0.808,0.857,0.877	1.0,0.99,0.962,0.977	-0.109	A3SS	368	35.5	391.5	4.5	MDS	PRRC2A:chr6:31634752:31634977:31634797:31634977:31634471:31634557:+
68200	ENSG00000119446.14	RBM18	chr9	-	122261379	122261508	122261379	122261498	122264714	122264840	68200	117,102,36	61,51,26	162,142,122	13,13,11	159	149	0	0	0.643,0.652,0.565	0.921,0.911,0.912	-0.295	A3SS	102	51	142	13	Nalm_6	RBM18:chr9:122261379:122261508:122261379:122261498:122264714:122264840:-
34563	ENSG00000119446.14	RBM18	chr9	-	122261379	122261508	122261379	122261498	122264714	122264840	34563	18,29	22,29	36,46	2,2	149	139	2.35E-14	2.73E-11	0.433,0.483	0.944,0.955	-0.492	A3SS	23.5	25.5	41	2	K562_K700E	RBM18:chr9:122261379:122261508:122261379:122261498:122264714:122264840:-
71303	ENSG00000119446.14	RBM18	chr9	-	122261379	122261508	122261379	122261498	122264714	122264840	71303	44,21,55,55,68,53,30,70	31,44,15,30,18,35,14,65	2,52,118,43	0,3,0,0	149	139	0	0	0.57,0.308,0.774,0.631,0.779,0.586,0.667,0.501	1.0,0.942,1.0,1.0	-0.384	A3SS	54	30.5	47.5	0	MDS	RBM18:chr9:122261379:122261508:122261379:122261498:122264714:122264840:-
74774	ENSG00000004700.16	RECQL	chr12	-	21474840	21474995	21474840	21474979	21475467	21475585	74774	13,18,9	123,220,91	9,3,6	427,272,239	165	149	3.81E-08	7.83E-06	0.087,0.069,0.082	0.019,0.01,0.022	0.062	A3SS	13	123	6	272	Nalm_6	RECQL:chr12:21474840:21474995:21474840:21474979:21475467:21475585:-
36959	ENSG00000004700.16	RECQL	chr12	-	21474840	21474995	21474840	21474979	21475467	21475585	36959	2,4	14,8	0,0	22,34	155	139	0.000244016	0.013001785	0.114,0.31	0.0,0.0	0.212	A3SS	3	11	0	28	K562_K700E	RECQL:chr12:21474840:21474995:21474840:21474979:21475467:21475585:-
78121	ENSG00000004700.16	RECQL	chr12	-	21474840	21474995	21474840	21474979	21475467	21475585	78121	13,21,33,19,15,22,6,7	76,63,25,96,41,127,56,108	0,0,7,2	12,237,239,78	155	139	0	0	0.133,0.23,0.542,0.151,0.247,0.134,0.088,0.055	0.0,0.0,0.026,0.022	0.185	A3SS	17	69.5	1	157.5	MDS	RECQL:chr12:21474840:21474995:21474840:21474979:21475467:21475585:-
9932	ENSG00000006015.18	REX1BD	chr19	+	18589412	18589683	18589478	18589683	18588994	18589077	9932	33,29	13,14	50,70	6,3	205	139	6.58E-06	0.000672049	0.633,0.584	0.85,0.941	-0.287	A3SS	31	13.5	60	4.5	K562_K700E	REX1BD:chr19:18589412:18589683:18589478:18589683:18588994:18589077:+
10938	ENSG00000006015.18	REX1BD	chr19	+	18589412	18589683	18589478	18589683	18588994	18589077	10938	354,731,330,231,306,000,000,000	89,98,57,42,53,35,35,39	295,252,285,176	29,20,40,11	205	139	2.28E-05	0.000834641	0.73,0.835,0.797,0.789,0.797,0.825,0.808,0.828	0.873,0.895,0.829,0.916	-0.077	A3SS	291	47.5	268.5	24.5	MDS	REX1BD:chr19:18589412:18589683:18589478:18589683:18588994:18589077:+
19126	ENSG00000124784.9	RIOK1	chr6	+	7395006	7395143	7395020	7395143	7393098	7393303	19126	1,1	1,0	0,1	9,9	153	139	0.003180428	0.088272386	0.476,1.0	0.0,0.092	0.692	A3SS	1	0.5	0.5	9	K562_K700E	RIOK1:chr6:7395006:7395143:7395020:7395143:7393098:7393303:+
30421	ENSG00000124784.9	RIOK1	chr6	+	7395006	7395143	7395020	7395143	7393098	7393303	30421	0,2,0,3,32,3,6,5	6,27,17,13,60,12,6,32	0,0,0,0	5,22,15,11	153	139	8.02E-08	6.11E-06	0.0,0.063,0.0,0.173,0.326,0.185,0.476,0.124	0.0,0.0,0.0,0.0	0.168	A3SS	3	15	0	13	MDS	RIOK1:chr6:7395006:7395143:7395020:7395143:7393098:7393303:+
486	ENSG00000042062.13	RIPOR3	chr20	-	50594552	50594797	50594552	50594714	50595368	50595504	486	4,3	12,12	14,25	11,13	222	139	0.000146861	0.008721272	0.173,0.135	0.443,0.546	-0.341	A3SS	3.5	12	19.5	12	K562_K700E	RIPOR3:chr20:50594552:50594797:50594552:50594714:50595368:50595504:-
544	ENSG00000042062.13	RIPOR3	chr20	-	50594552	50594797	50594552	50594714	50595368	50595504	544	55,31,0,4,0,7,4,9	90,58,29,29,22,22,25,62	65,33,22,17	29,22,13,14	222	139	0	0	0.277,0.251,0.0,0.079,0.0,0.166,0.091,0.083	0.584,0.484,0.514,0.432	-0.385	A3SS	5.5	29	27.5	18	MDS	RIPOR3:chr20:50594552:50594797:50594552:50594714:50595368:50595504:-
40986	ENSG00000121481.11	RNF2	chr1	+	185091564	185091735	185091578	185091735	185087551	185087640	40986	74,92,28	252,265,80	15,12,16	320,279,199	163	149	0	0	0.212,0.241,0.242	0.041,0.038,0.068	0.183	A3SS	74	252	15	279	Nalm_6	RNF2:chr1:185091564:185091735:185091578:185091735:185087551:185087640:+
43095	ENSG00000121481.11	RNF2	chr1	+	185091564	185091735	185091578	185091735	185087551	185087640	43095	24,32,10,18,27,23,14,17	57,60,21,62,63,47,31,55	0,0,14,0	8,54,153,36	153	139	0	0	0.277,0.326,0.302,0.209,0.28,0.308,0.291,0.219	0.0,0.0,0.077,0.0	0.257	A3SS	20.5	56	0	45	MDS	RNF2:chr1:185091564:185091735:185091578:185091735:185087551:185087640:+
67079	ENSG00000137075.18	RNF38	chr9	-	36351114	36351219	36351114	36351199	36352741	36352848	67079	31,21,6	41,42,17	0,1,1	97,78,103	169	149	0	0	0.4,0.306,0.237	0.0,0.011,0.008	0.308	A3SS	21	41	1	97	Nalm_6	RNF38:chr9:36351114:36351219:36351114:36351199:36352741:36352848:-
34108	ENSG00000137075.18	RNF38	chr9	-	36351114	36351219	36351114	36351199	36352741	36352848	34108	7,3	5,1	0,0	9,6	159	139	4.98E-08	1.19E-05	0.55,0.724	0.0,0.0	0.637	A3SS	5	3	0	7.5	K562_K700E	RNF38:chr9:36351114:36351219:36351114:36351199:36352741:36352848:-
